"n","error","cell","rep","method","n_taxa","fdr","n_rej","tpr","fpr05","fpr01","ks","p_min","d0"
40,"contam","alt",13,"fl_999",500,0.0606060606060606,33,0.62,0.0444444444444444,0.0111111111111111,0.0537777777777777,0.001,3.3799529692035
40,"contam","alt",13,"fl_9999",500,0.0333333333333333,30,0.58,0.0466666666666667,0.0111111111111111,0.0497999999999999,1e-04,3.3799529692035
40,"contam","alt",13,"pvw_199",500,0.0434782608695652,23,0.44,0.0377777777777778,0.00444444444444444,0.0700839957011343,3.66894264556353e-06,3.3799529692035
40,"contam","alt",13,"pvt_199",500,0.0555555555555556,36,0.68,0.0555555555555556,0.0155555555555556,0.0707096964988822,8.9949480287014e-14,3.3799529692035
40,"contam","alt",13,"mm_199",500,0.0625,32,0.6,0.0466666666666667,0.00666666666666667,0.0992941751695437,8.23865354831101e-13,3.3799529692035
40,"contam","alt",13,"pvw_999",500,0.0357142857142857,28,0.54,0.0444444444444444,0.00666666666666667,0.0681776022722349,1.78692671665963e-06,3.3799529692035
40,"contam","alt",13,"pvt_999",500,0.0555555555555556,36,0.68,0.0488888888888889,0.0133333333333333,0.0699859001633351,8.70730947260628e-13,3.3799529692035
40,"contam","alt",13,"mm_999",500,0.03125,32,0.62,0.0488888888888889,0.0133333333333333,0.0730256708953828,1.12397646810055e-10,3.3799529692035
40,"contam","alt",14,"ols",500,0,21,0.42,0.0511111111111111,0.00888888888888889,0.0333854632069221,3.1881835128422e-07,3.16846821304006
40,"contam","alt",14,"modt",500,0,23,0.46,0.0533333333333333,0.00666666666666667,0.036151326992773,5.49513405672862e-07,3.16846821304006
40,"contam","alt",14,"fl_199",500,0,0,0,0.0511111111111111,0.00222222222222222,0.04,0.005,3.16846821304006
40,"contam","alt",14,"fl_999",500,0.0454545454545455,22,0.42,0.0577777777777778,0.00888888888888889,0.0331111111111111,0.001,3.16846821304006
40,"contam","alt",14,"fl_9999",500,0.0416666666666667,24,0.46,0.0555555555555556,0.0111111111111111,0.0357555555555556,1e-04,3.16846821304006
40,"contam","alt",14,"pvw_199",500,0.0454545454545455,22,0.42,0.0555555555555556,0.00888888888888889,0.0437365974283047,5.87007943637252e-06,3.16846821304006
40,"contam","alt",14,"pvt_199",500,0.1,30,0.54,0.0666666666666667,0.0177777777777778,0.0463150932250524,3.22286455116974e-10,3.16846821304006
40,"contam","alt",14,"mm_199",500,0.0357142857142857,28,0.54,0.06,0.00666666666666667,0.0880431293658005,6.10790419040313e-11,3.16846821304006
40,"contam","alt",14,"pvw_999",500,0,19,0.38,0.0577777777777778,0.00888888888888889,0.0408695097094995,1.05626966634762e-05,3.16846821304006
40,"contam","alt",14,"pvt_999",500,0.121212121212121,33,0.58,0.06,0.0155555555555556,0.0433561969460714,4.72684219176764e-10,3.16846821304006
40,"contam","alt",14,"mm_999",500,0.0714285714285714,28,0.52,0.06,0.0111111111111111,0.08,2.00704204348075e-08,3.16846821304006
40,"contam","alt",15,"ols",500,0.105263157894737,38,0.68,0.0577777777777778,0.0111111111111111,0.0744893515225784,1.02465762591303e-07,3.16734675326543
40,"contam","alt",15,"modt",500,0.0625,32,0.6,0.0533333333333333,0.0111111111111111,0.0738869739581164,3.24368191138267e-07,3.16734675326543
40,"contam","alt",15,"fl_199",500,0,0,0,0.0622222222222222,0.0133333333333333,0.0544444444444444,0.005,3.16734675326543
40,"contam","alt",15,"fl_999",500,0.135135135135135,37,0.64,0.0622222222222222,0.0133333333333333,0.055,0.001,3.16734675326543
40,"contam","alt",15,"fl_9999",500,0.128205128205128,39,0.68,0.06,0.0177777777777778,0.0588444444444445,1e-04,3.16734675326543
40,"contam","alt",15,"pvw_199",500,0.0689655172413793,29,0.54,0.06,0.0111111111111111,0.0838415019290041,5.47384967321858e-06,3.16734675326543
40,"contam","alt",15,"pvt_199",500,0.119047619047619,42,0.74,0.0733333333333333,0.02,0.0930870385873703,2.65629246856248e-12,3.16734675326543
40,"contam","alt",15,"mm_199",500,0.13953488372093,43,0.74,0.0666666666666667,0.0266666666666667,0.111969491373404,1.50459117505528e-12,3.16734675326543
40,"contam","alt",15,"pvw_999",500,0.0740740740740741,27,0.5,0.0622222222222222,0.0111111111111111,0.0852173751361455,7.89555474220734e-06,3.16734675326543
40,"contam","alt",15,"pvt_999",500,0.119047619047619,42,0.74,0.0666666666666667,0.02,0.0908202484377011,4.98263324229449e-11,3.16734675326543
40,"contam","alt",15,"mm_999",500,0.128205128205128,39,0.68,0.0644444444444444,0.0177777777777778,0.0710324393190836,2.02737400003098e-11,3.16734675326543
100,"contam","alt",1,"ols",500,0.0652173913043478,46,0.86,0.0466666666666667,0.0133333333333333,0.0525571845648542,3.24212205384749e-12,3.18724364606602
100,"contam","alt",1,"modt",500,0.0851063829787234,47,0.86,0.0466666666666667,0.0133333333333333,0.0539240465701759,2.34381451061064e-12,3.18724364606602
100,"contam","alt",1,"fl_199",500,0,0,0,0.0422222222222222,0.00666666666666667,0.0427777777777778,0.005,3.18724364606602
100,"contam","alt",1,"fl_999",500,0.0869565217391304,46,0.84,0.0422222222222222,0.0155555555555556,0.0467777777777778,0.001,3.18724364606602
100,"contam","alt",1,"fl_9999",500,0.102040816326531,49,0.88,0.0466666666666667,0.0155555555555556,0.0465222222222222,1e-04,3.18724364606602
100,"contam","alt",1,"pvw_199",500,0.102040816326531,49,0.88,0.0488888888888889,0.0133333333333333,0.0515583584666749,1.69395333345755e-10,3.18724364606602
100,"contam","alt",1,"pvt_199",500,0.115384615384615,52,0.92,0.0511111111111111,0.0155555555555556,0.0527817108132221,2.4711194553931e-15,3.18724364606602
100,"contam","alt",1,"mm_199",500,0.12,50,0.88,0.0488888888888889,0.0177777777777778,0.115768931368325,1.26539975592879e-21,3.18724364606602
100,"contam","alt",1,"pvw_999",500,0.0833333333333333,48,0.88,0.0444444444444444,0.0155555555555556,0.0618217188466758,5.67879699563933e-10,3.18724364606602
100,"contam","alt",1,"pvt_999",500,0.0980392156862745,51,0.92,0.0511111111111111,0.0155555555555556,0.0636674663921965,1.74940048283169e-15,3.18724364606602
100,"contam","alt",1,"mm_999",500,0.1,50,0.9,0.0444444444444444,0.0155555555555556,0.0886582994445076,8.00752017273021e-17,3.18724364606602
100,"contam","alt",2,"ols",500,0.0408163265306122,49,0.94,0.0488888888888889,0.00666666666666667,0.0260923372332809,2.91446719520638e-11,3.34435705585469
100,"contam","alt",2,"modt",500,0.0408163265306122,49,0.94,0.0488888888888889,0.00444444444444444,0.025334003391377,2.57917835268647e-11,3.34435705585469
100,"contam","alt",2,"fl_199",500,0,0,0,0.0422222222222222,0.00222222222222222,0.0361111111111112,0.005,3.34435705585469
100,"contam","alt",2,"fl_999",500,0.04,50,0.96,0.0511111111111111,0.00444444444444444,0.0314444444444445,0.001,3.34435705585469
100,"contam","alt",2,"fl_9999",500,0.04,50,0.96,0.0466666666666667,0.00444444444444444,0.0292111111111111,1e-04,3.34435705585469
100,"contam","alt",2,"pvw_199",500,0.0408163265306122,49,0.94,0.0422222222222222,0.00444444444444444,0.0287836390676737,2.20748204519107e-10,3.34435705585469
100,"contam","alt",2,"pvt_199",500,0.0392156862745098,51,0.98,0.0511111111111111,0.00444444444444444,0.0289123024523419,9.88973724139137e-15,3.34435705585469
100,"contam","alt",2,"mm_199",500,0.04,50,0.96,0.0533333333333333,0.00888888888888889,0.100935600651502,1.25651585860945e-16,3.34435705585469
100,"contam","alt",2,"pvw_999",500,0.0416666666666667,48,0.92,0.0511111111111111,0.00666666666666667,0.0275646540676916,6.36941377199581e-10,3.34435705585469
100,"contam","alt",2,"pvt_999",500,0.0392156862745098,51,0.98,0.0555555555555556,0.00666666666666667,0.029257905156017,3.320388108287e-14,3.34435705585469
100,"contam","alt",2,"mm_999",500,0.04,50,0.96,0.0511111111111111,0.00444444444444444,0.0644444444444444,2.44006335873502e-16,3.34435705585469
100,"contam","alt",3,"ols",500,0.0625,48,0.9,0.0488888888888889,0.00666666666666667,0.0524445425788833,1.44887345114788e-10,3.5236145561257
100,"contam","alt",3,"modt",500,0.0625,48,0.9,0.0466666666666667,0.00666666666666667,0.0512276348655969,7.78358924667941e-11,3.5236145561257
100,"contam","alt",3,"fl_199",500,0,0,0,0.0355555555555556,0.00444444444444444,0.06,0.005,3.5236145561257
100,"contam","alt",3,"fl_999",500,0.0625,48,0.9,0.0444444444444444,0.00666666666666667,0.0653333333333333,0.001,3.5236145561257
100,"contam","alt",3,"fl_9999",500,0.0625,48,0.9,0.0466666666666667,0.00666666666666667,0.0582111111111111,1e-04,3.5236145561257
100,"contam","alt",3,"pvw_199",500,0.0625,48,0.9,0.0422222222222222,0.00666666666666667,0.0444650067943785,2.57770957290722e-09,3.5236145561257
100,"contam","alt",3,"pvt_199",500,0.06,50,0.94,0.0488888888888889,0.00888888888888889,0.0435839918466727,2.41180775091832e-14,3.5236145561257
100,"contam","alt",3,"mm_199",500,0.0612244897959184,49,0.92,0.0422222222222222,0.0111111111111111,0.0774663334471304,4.29481393698889e-20,3.5236145561257
100,"contam","alt",3,"pvw_999",500,0.0625,48,0.9,0.0466666666666667,0.00666666666666667,0.0502437552922394,1.74024937959993e-09,3.5236145561257
100,"contam","alt",3,"pvt_999",500,0.06,50,0.94,0.0533333333333333,0.00666666666666667,0.0487132591221612,3.8461372349726e-14,3.5236145561257
100,"contam","alt",3,"mm_999",500,0.0625,48,0.9,0.0466666666666667,0.00666666666666667,0.0661467634284896,2.13317215269615e-14,3.5236145561257
100,"contam","alt",4,"ols",500,0.0204081632653061,49,0.96,0.0444444444444444,0.0133333333333333,0.0292547452861659,3.56303121756171e-14,3.76744009789057
100,"contam","alt",4,"modt",500,0.0204081632653061,49,0.96,0.0422222222222222,0.00888888888888889,0.0303549501384407,1.36191933202137e-14,3.76744009789057
100,"contam","alt",4,"fl_199",500,0.0769230769230769,52,0.96,0.0355555555555556,0.00888888888888889,0.0233333333333334,0.005,3.76744009789057
100,"contam","alt",4,"fl_999",500,0.04,50,0.96,0.0444444444444444,0.0111111111111111,0.0261111111111111,0.001,3.76744009789057
100,"contam","alt",4,"fl_9999",500,0.0204081632653061,49,0.96,0.0444444444444444,0.0133333333333333,0.0214444444444445,1e-04,3.76744009789057
100,"contam","alt",4,"pvw_199",500,0.0588235294117647,51,0.96,0.04,0.00888888888888889,0.030983859681445,1.08989285500093e-11,3.76744009789057
100,"contam","alt",4,"pvt_199",500,0.0588235294117647,51,0.96,0.0466666666666667,0.0111111111111111,0.0317964759802983,1.64331713700347e-20,3.76744009789057
100,"contam","alt",4,"mm_199",500,0.0769230769230769,52,0.96,0.0377777777777778,0.0155555555555556,0.0953441937798693,1.17232057451378e-21,3.76744009789057
100,"contam","alt",4,"pvw_999",500,0.0204081632653061,49,0.96,0.0466666666666667,0.00888888888888889,0.0343465995226151,2.3424753600394e-11,3.76744009789057
100,"contam","alt",4,"pvt_999",500,0.0204081632653061,49,0.96,0.0511111111111111,0.0133333333333333,0.0346603402520913,1.08609270762316e-19,3.76744009789057
100,"contam","alt",4,"mm_999",500,0.0588235294117647,51,0.96,0.0444444444444444,0.0133333333333333,0.0606645804597675,1.09513842712109e-19,3.76744009789057
100,"contam","alt",5,"ols",500,0.0588235294117647,51,0.96,0.0466666666666667,0.00666666666666667,0.0373339118854506,8.59534736546468e-14,3.10763218400089
100,"contam","alt",5,"modt",500,0.04,50,0.96,0.0444444444444444,0.00666666666666667,0.0367249988805967,1.09123784511672e-13,3.10763218400089
100,"contam","alt",5,"fl_199",500,0.06,50,0.94,0.0466666666666667,0.00666666666666667,0.0266666666666667,0.005,3.10763218400089
100,"contam","alt",5,"fl_999",500,0.0576923076923077,52,0.98,0.0466666666666667,0.00666666666666667,0.0297777777777778,0.001,3.10763218400089
100,"contam","alt",5,"fl_9999",500,0.0576923076923077,52,0.98,0.0533333333333333,0.00666666666666667,0.0295666666666667,1e-04,3.10763218400089
100,"contam","alt",5,"pvw_199",500,0.06,50,0.94,0.0533333333333333,0.00888888888888889,0.0407692732604698,4.00256162710554e-12,3.10763218400089
100,"contam","alt",5,"pvt_199",500,0.0588235294117647,51,0.96,0.0555555555555556,0.00888888888888889,0.0400555823143307,1.85071637962504e-18,3.10763218400089
100,"contam","alt",5,"mm_199",500,0.0740740740740741,54,1,0.0555555555555556,0.00888888888888889,0.115944797866566,1.96454235737215e-21,3.10763218400089
100,"contam","alt",5,"pvw_999",500,0.06,50,0.94,0.0488888888888889,0.00666666666666667,0.0393567167425083,2.03349402874732e-11,3.10763218400089
100,"contam","alt",5,"pvt_999",500,0.0588235294117647,51,0.96,0.0511111111111111,0.00666666666666667,0.041395995510654,2.15374024941146e-18,3.10763218400089
100,"contam","alt",5,"mm_999",500,0.0576923076923077,52,0.98,0.0511111111111111,0.00666666666666667,0.0749713834582071,1.31956179596865e-25,3.10763218400089
100,"contam","alt",6,"ols",500,0.04,50,0.96,0.0533333333333333,0.00888888888888889,0.0566418461224443,1.37826981190137e-13,3.43153962002977
100,"contam","alt",6,"modt",500,0.04,50,0.96,0.0533333333333333,0.0111111111111111,0.0594583725867142,1.34785118304812e-13,3.43153962002977
100,"contam","alt",6,"fl_199",500,0,0,0,0.0511111111111111,0.00888888888888889,0.055,0.005,3.43153962002977
100,"contam","alt",6,"fl_999",500,0.06,50,0.94,0.0533333333333333,0.0133333333333333,0.0545555555555556,0.001,3.43153962002977
100,"contam","alt",6,"fl_9999",500,0.0588235294117647,51,0.96,0.0555555555555556,0.0155555555555556,0.0541555555555556,1e-04,3.43153962002977
100,"contam","alt",6,"pvw_199",500,0.06,50,0.94,0.0533333333333333,0.0177777777777778,0.0705005537049902,4.7953052534549e-10,3.43153962002977
100,"contam","alt",6,"pvt_199",500,0.06,50,0.94,0.06,0.0177777777777778,0.0742801972456153,7.30442212591726e-19,3.43153962002977
100,"contam","alt",6,"mm_199",500,0.145454545454545,55,0.94,0.0555555555555556,0.0222222222222222,0.112786717697197,2.78041795335938e-22,3.43153962002977
100,"contam","alt",6,"pvw_999",500,0.06,50,0.94,0.0577777777777778,0.0111111111111111,0.0618487343879674,4.89739140519809e-11,3.43153962002977
100,"contam","alt",6,"pvt_999",500,0.06,50,0.94,0.0622222222222222,0.0133333333333333,0.0643884978289856,5.55540240036077e-20,3.43153962002977
100,"contam","alt",6,"mm_999",500,0.0588235294117647,51,0.96,0.06,0.0155555555555556,0.0739469470509502,1.87224498430777e-21,3.43153962002977
100,"contam","alt",7,"ols",500,0.0408163265306122,49,0.94,0.0533333333333333,0.0155555555555556,0.0392405399569771,3.86502442560973e-11,3.25846537961421
100,"contam","alt",7,"modt",500,0.0408163265306122,49,0.94,0.0533333333333333,0.0155555555555556,0.0375451637830946,2.61646630432215e-11,3.25846537961421
100,"contam","alt",7,"fl_199",500,0.0769230769230769,52,0.96,0.0511111111111111,0.00888888888888889,0.0394444444444444,0.005,3.25846537961421
100,"contam","alt",7,"fl_999",500,0.06,50,0.94,0.0511111111111111,0.0133333333333333,0.0352222222222223,0.001,3.25846537961421
100,"contam","alt",7,"fl_9999",500,0.0769230769230769,52,0.96,0.0533333333333333,0.0177777777777778,0.0384777777777778,1e-04,3.25846537961421
100,"contam","alt",7,"pvw_199",500,0.04,50,0.96,0.0555555555555556,0.0155555555555556,0.0461797042657974,8.68728499184731e-10,3.25846537961421
100,"contam","alt",7,"pvt_199",500,0.0769230769230769,52,0.96,0.06,0.0155555555555556,0.0485846247272901,5.67182645592217e-14,3.25846537961421
100,"contam","alt",7,"mm_199",500,0.0943396226415094,53,0.96,0.0644444444444444,0.0155555555555556,0.0894090959212594,6.20981592751146e-23,3.25846537961421
100,"contam","alt",7,"pvw_999",500,0.0416666666666667,48,0.92,0.0533333333333333,0.0133333333333333,0.0443443891753916,8.36168166928796e-10,3.25846537961421
100,"contam","alt",7,"pvt_999",500,0.0769230769230769,52,0.96,0.0577777777777778,0.0177777777777778,0.0458339598192185,2.36050391280747e-13,3.25846537961421
100,"contam","alt",7,"mm_999",500,0.06,50,0.94,0.0577777777777778,0.0155555555555556,0.0755555555555556,3.7740943211969e-15,3.25846537961421
100,"contam","alt",8,"ols",500,0,47,0.94,0.0622222222222222,0.00666666666666667,0.0811568669879646,3.94060713470743e-11,3.62950121643141
100,"contam","alt",8,"modt",500,0,47,0.94,0.0644444444444444,0.00888888888888889,0.0800736438434101,4.45705498133702e-11,3.62950121643141
100,"contam","alt",8,"fl_199",500,0,0,0,0.0555555555555556,0,0.0694444444444444,0.005,3.62950121643141
100,"contam","alt",8,"fl_999",500,0,48,0.96,0.0644444444444444,0.00666666666666667,0.0791111111111111,0.001,3.62950121643141
100,"contam","alt",8,"fl_9999",500,0.02,50,0.98,0.0622222222222222,0.00666666666666667,0.077,1e-04,3.62950121643141
100,"contam","alt",8,"pvw_199",500,0,47,0.94,0.0622222222222222,0.00888888888888889,0.0831493921305836,2.91761559303835e-09,3.62950121643141
100,"contam","alt",8,"pvt_199",500,0.02,50,0.98,0.0711111111111111,0.0155555555555556,0.0854676603378331,1.33376748668504e-13,3.62950121643141
100,"contam","alt",8,"mm_199",500,0.0576923076923077,52,0.98,0.0688888888888889,0.0155555555555556,0.100780567887916,1.52962590678973e-18,3.62950121643141
100,"contam","alt",8,"pvw_999",500,0,47,0.94,0.0644444444444444,0.00666666666666667,0.0901005350297926,9.8335257133823e-10,3.62950121643141
100,"contam","alt",8,"pvt_999",500,0.0204081632653061,49,0.96,0.0711111111111111,0.00888888888888889,0.0919304372907194,9.46394131643707e-14,3.62950121643141
100,"contam","alt",8,"mm_999",500,0.04,50,0.96,0.0622222222222222,0.00666666666666667,0.0724307478584082,2.25571413281651e-15,3.62950121643141
100,"contam","alt",9,"ols",500,0.0416666666666667,48,0.92,0.0288888888888889,0.00888888888888889,0.0439486280393772,2.10924873919511e-12,3.68763781585861
100,"contam","alt",9,"modt",500,0.0416666666666667,48,0.92,0.0288888888888889,0.00888888888888889,0.0471665838917603,1.62309140152204e-12,3.68763781585861
100,"contam","alt",9,"fl_199",500,0.0784313725490196,51,0.94,0.0288888888888889,0.00888888888888889,0.0583333333333333,0.005,3.68763781585861
100,"contam","alt",9,"fl_999",500,0.06,50,0.94,0.0311111111111111,0.00888888888888889,0.0522222222222222,0.001,3.68763781585861
100,"contam","alt",9,"fl_9999",500,0.0612244897959184,49,0.92,0.0288888888888889,0.00888888888888889,0.0478444444444445,1e-04,3.68763781585861
100,"contam","alt",9,"pvw_199",500,0.0612244897959184,49,0.92,0.0333333333333333,0.00888888888888889,0.0441366514671812,3.14493236257653e-12,3.68763781585861
100,"contam","alt",9,"pvt_199",500,0.0612244897959184,49,0.92,0.0333333333333333,0.0133333333333333,0.0443317030442819,1.9218554942213e-19,3.68763781585861
100,"contam","alt",9,"mm_199",500,0.0784313725490196,51,0.94,0.0311111111111111,0.0111111111111111,0.0771005879745498,3.02597371281045e-15,3.68763781585861
100,"contam","alt",9,"pvw_999",500,0.0416666666666667,48,0.92,0.0311111111111111,0.00888888888888889,0.0457318467020839,3.22812748092913e-11,3.68763781585861
100,"contam","alt",9,"pvt_999",500,0.0612244897959184,49,0.92,0.0333333333333333,0.00888888888888889,0.0454465480708672,4.50471338883304e-17,3.68763781585861
100,"contam","alt",9,"mm_999",500,0.06,50,0.94,0.0311111111111111,0.00666666666666667,0.0711111111111111,2.14184221345991e-17,3.68763781585861
100,"contam","alt",10,"ols",500,0.0576923076923077,52,0.98,0.06,0.0111111111111111,0.0314756886370014,4.89885160585502e-13,3.66893921866132
100,"contam","alt",10,"modt",500,0.0576923076923077,52,0.98,0.06,0.0111111111111111,0.0297180456732168,6.50236929729267e-11,3.66893921866132
100,"contam","alt",10,"fl_199",500,0.0980392156862745,51,0.92,0.0577777777777778,0.0111111111111111,0.0266666666666667,0.005,3.66893921866132
100,"contam","alt",10,"fl_999",500,0.0769230769230769,52,0.96,0.0644444444444444,0.0111111111111111,0.0215555555555556,0.001,3.66893921866132
100,"contam","alt",10,"fl_9999",500,0.0576923076923077,52,0.98,0.06,0.0177777777777778,0.0225,1e-04,3.66893921866132
100,"contam","alt",10,"pvw_199",500,0.04,50,0.96,0.0622222222222222,0.0111111111111111,0.0401726780252327,8.06570076765362e-11,3.66893921866132
100,"contam","alt",10,"pvt_199",500,0.0588235294117647,51,0.96,0.0688888888888889,0.0155555555555556,0.0430072620287196,9.93572069920981e-18,3.66893921866132
100,"contam","alt",10,"mm_199",500,0.0943396226415094,53,0.96,0.0644444444444444,0.0177777777777778,0.098557483362609,6.24563376030412e-20,3.66893921866132
100,"contam","alt",10,"pvw_999",500,0.0588235294117647,51,0.96,0.06,0.00888888888888889,0.0385321877887347,2.25543916100747e-10,3.66893921866132
100,"contam","alt",10,"pvt_999",500,0.0576923076923077,52,0.98,0.0622222222222222,0.0155555555555556,0.0390519645747114,1.42734966373871e-16,3.66893921866132
100,"contam","alt",10,"mm_999",500,0.0943396226415094,53,0.96,0.0644444444444444,0.0133333333333333,0.0654260808954975,1.83201211036312e-15,3.66893921866132
100,"contam","alt",11,"ols",500,0.0204081632653061,49,0.96,0.0355555555555556,0.00444444444444444,0.0450753959137448,1.45623775197333e-13,3.79424746796366
100,"contam","alt",11,"modt",500,0.02,50,0.98,0.0422222222222222,0.00444444444444444,0.0461995344134675,2.3776579652353e-13,3.79424746796366
100,"contam","alt",11,"fl_199",500,0,0,0,0.0377777777777778,0.00222222222222222,0.0516666666666667,0.005,3.79424746796366
100,"contam","alt",11,"fl_999",500,0.02,50,0.98,0.0422222222222222,0.00444444444444444,0.047,0.001,3.79424746796366
100,"contam","alt",11,"fl_9999",500,0.0196078431372549,51,1,0.0466666666666667,0.00444444444444444,0.0510333333333333,1e-04,3.79424746796366
100,"contam","alt",11,"pvw_199",500,0,48,0.96,0.0422222222222222,0.00666666666666667,0.0447592696849903,6.73738503534969e-10,3.79424746796366
100,"contam","alt",11,"pvt_199",500,0.0204081632653061,49,0.96,0.0533333333333333,0.00666666666666667,0.0427289205939484,1.9798780142154e-15,3.79424746796366
100,"contam","alt",11,"mm_199",500,0.0196078431372549,51,1,0.0511111111111111,0.00888888888888889,0.107696643922021,2.34408903640585e-18,3.79424746796366
100,"contam","alt",11,"pvw_999",500,0.0204081632653061,49,0.96,0.04,0.00444444444444444,0.0431290263039981,1.11854532283795e-10,3.79424746796366
100,"contam","alt",11,"pvt_999",500,0.02,50,0.98,0.0488888888888889,0.00666666666666667,0.0418055195671642,6.01003039551618e-17,3.79424746796366
100,"contam","alt",11,"mm_999",500,0.0196078431372549,51,1,0.0444444444444444,0.00444444444444444,0.0691294983995626,1.29622234599363e-14,3.79424746796366
100,"contam","alt",12,"ols",500,0.0212765957446809,47,0.92,0.0488888888888889,0.00666666666666667,0.0304074503908573,1.1396781230772e-11,3.57586148836587
100,"contam","alt",12,"modt",500,0.0212765957446809,47,0.92,0.0444444444444444,0.00666666666666667,0.0314673090448346,8.31057116098632e-12,3.57586148836587
100,"contam","alt",12,"fl_199",500,0,0,0,0.0444444444444444,0.00444444444444444,0.038888888888889,0.005,3.57586148836587
100,"contam","alt",12,"fl_999",500,0,45,0.9,0.0488888888888889,0.00888888888888889,0.0361111111111111,0.001,3.57586148836587
100,"contam","alt",12,"fl_9999",500,0.0212765957446809,47,0.92,0.0511111111111111,0.00666666666666667,0.0320222222222223,1e-04,3.57586148836587
100,"contam","alt",12,"pvw_199",500,0.0217391304347826,46,0.9,0.0577777777777778,0.00888888888888889,0.0259611753818674,1.27431297291182e-09,3.57586148836587
100,"contam","alt",12,"pvt_199",500,0.0212765957446809,47,0.92,0.0622222222222222,0.0111111111111111,0.0275534639251459,5.82593650599832e-13,3.57586148836587
100,"contam","alt",12,"mm_199",500,0.0612244897959184,49,0.92,0.0555555555555556,0.0111111111111111,0.0932417983658713,8.66598543487008e-17,3.57586148836587
100,"contam","alt",12,"pvw_999",500,0.0416666666666667,48,0.92,0.0511111111111111,0.00666666666666667,0.0286413643497878,8.6365794067e-10,3.57586148836587
100,"contam","alt",12,"pvt_999",500,0.0416666666666667,48,0.92,0.0533333333333333,0.0111111111111111,0.0283542774772015,1.21441587147465e-14,3.57586148836587
100,"contam","alt",12,"mm_999",500,0.0416666666666667,48,0.92,0.0533333333333333,0.00888888888888889,0.0711111111111111,5.5918908290816e-15,3.57586148836587
100,"contam","alt",13,"ols",500,0.0212765957446809,47,0.92,0.0511111111111111,0.00888888888888889,0.0348352058250989,8.75766321960601e-10,3.59917482079935
100,"contam","alt",13,"modt",500,0.0416666666666667,48,0.92,0.0488888888888889,0.00888888888888889,0.0341503867897052,1.27288164835089e-09,3.59917482079935
100,"contam","alt",13,"fl_199",500,0,0,0,0.0333333333333333,0,0.0355555555555556,0.005,3.59917482079935
100,"contam","alt",13,"fl_999",500,0.0212765957446809,47,0.92,0.0511111111111111,0.00888888888888889,0.0357777777777778,0.001,3.59917482079935
100,"contam","alt",13,"fl_9999",500,0.0416666666666667,48,0.92,0.0533333333333333,0.0111111111111111,0.0373444444444444,1e-04,3.59917482079935
100,"contam","alt",13,"pvw_199",500,0.0416666666666667,48,0.92,0.0466666666666667,0.0111111111111111,0.0319262841818031,8.20671877567346e-10,3.59917482079935
100,"contam","alt",13,"pvt_199",500,0.08,50,0.92,0.0488888888888889,0.0133333333333333,0.0318573112065671,1.1062464419971e-13,3.59917482079935
100,"contam","alt",13,"mm_199",500,0.0408163265306122,49,0.94,0.0511111111111111,0.0133333333333333,0.106001453490506,6.51430712734202e-27,3.59917482079935
100,"contam","alt",13,"pvw_999",500,0,46,0.92,0.0511111111111111,0.0111111111111111,0.0311910892670513,1.22437204497058e-08,3.59917482079935
100,"contam","alt",13,"pvt_999",500,0.06,50,0.94,0.0555555555555556,0.0111111111111111,0.0310695951346392,2.64931126182546e-12,3.59917482079935
100,"contam","alt",13,"mm_999",500,0.0208333333333333,48,0.94,0.0511111111111111,0.0133333333333333,0.0745257809091041,4.26252186335144e-12,3.59917482079935
100,"contam","alt",14,"ols",500,0.06,50,0.94,0.0511111111111111,0.00666666666666667,0.0306959122865797,1.72550009101609e-11,3.43187593465939
100,"contam","alt",14,"modt",500,0.06,50,0.94,0.0533333333333333,0.00666666666666667,0.0350910846785959,9.17611447674912e-12,3.43187593465939
100,"contam","alt",14,"fl_199",500,0,0,0,0.0444444444444444,0.00444444444444444,0.0355555555555555,0.005,3.43187593465939
100,"contam","alt",14,"fl_999",500,0.06,50,0.94,0.0488888888888889,0.00666666666666667,0.0292222222222222,0.001,3.43187593465939
100,"contam","alt",14,"fl_9999",500,0.06,50,0.94,0.0488888888888889,0.00666666666666667,0.030411111111111,1e-04,3.43187593465939
100,"contam","alt",14,"pvw_199",500,0.06,50,0.94,0.0511111111111111,0.00666666666666667,0.0457894651835529,9.19090014167969e-11,3.43187593465939
100,"contam","alt",14,"pvt_199",500,0.06,50,0.94,0.0488888888888889,0.00888888888888889,0.0466156838564553,2.56956556298751e-15,3.43187593465939
100,"contam","alt",14,"mm_199",500,0.0408163265306122,49,0.94,0.0533333333333333,0.00888888888888889,0.0755577457441506,6.80470112965924e-19,3.43187593465939
100,"contam","alt",14,"pvw_999",500,0.06,50,0.94,0.0466666666666667,0.00666666666666667,0.0374295157023341,3.83644410058814e-10,3.43187593465939
100,"contam","alt",14,"pvt_999",500,0.06,50,0.94,0.0555555555555556,0.0133333333333333,0.037940871093721,1.56953112128531e-15,3.43187593465939
100,"contam","alt",14,"mm_999",500,0.06,50,0.94,0.0533333333333333,0.00888888888888889,0.0844444444444444,6.19701880545864e-16,3.43187593465939
100,"contam","alt",15,"ols",500,0.0208333333333333,48,0.94,0.0422222222222222,0.0177777777777778,0.0209405425718883,9.59284299712147e-11,3.74544163795441
