"n","c_depth","disp","rep","method","n_taxa","n_fail","fdr","tpr","rej_null","rej_prev_only","rej_abund_only","rej_both"
50,1,"poisson",3,"abund_lm_depth",283,12,0,0.0857142857142857,0.0394736842105263,0.05,0.4375,0.578947368421053
100,1,"poisson",3,"naive",297,0,0,0.189189189189189,0.0418410041841004,0.611111111111111,0.0952380952380952,0.578947368421053
100,1,"poisson",3,"depthcov",297,0,0,0.189189189189189,0.0460251046025105,0.611111111111111,0.0952380952380952,0.684210526315789
100,1,"poisson",3,"jzi_prev",297,0,0,0.135135135135135,0.0292887029288703,0.444444444444444,0.0952380952380952,0.421052631578947
100,1,"poisson",3,"jzi_abund",297,0,0.111111111111111,0.4,0.0669456066945607,0.166666666666667,0.619047619047619,0.421052631578947
100,1,"poisson",3,"zinb",292,5,0,0.0555555555555556,0.00847457627118644,0.166666666666667,0.1,0.277777777777778
100,1,"poisson",3,"abund_lm_depth",293,4,0,0.307692307692308,0.0338983050847458,0.111111111111111,0.523809523809524,0.444444444444444
20,4,"poisson",3,"naive",264,0,0,0,0.0328638497652582,0.0625,0.0476190476190476,0.214285714285714
20,4,"poisson",3,"depthcov",264,0,0,0,0.0140845070422535,0,0,0.214285714285714
20,4,"poisson",3,"jzi_prev",264,0,0,0,0.0140845070422535,0.125,0,0.142857142857143
20,4,"poisson",3,"jzi_abund",264,0,0.636363636363636,0.114285714285714,0.183098591549296,0.1875,0.285714285714286,0.142857142857143
20,4,"poisson",3,"zinb",0,264,0,NA,NA,NA,NA,NA
