"n","c_depth","disp","rep","method","n_taxa","n_fail","fdr","tpr","rej_null","rej_prev_only","rej_abund_only","rej_both"
50,2,"nb",1,"abund_lm_depth",277,14,0,0,0.0678733031674208,0,0.238095238095238,0.166666666666667
50,2,"nb",1,"abund_lm",277,14,0.5,0.0256410256410256,0.0904977375565611,0.0588235294117647,0.333333333333333,0.388888888888889
50,2,"nb",1,"occ_depth",291,0,0,0.0833333333333333,0.055793991416309,0.588235294117647,0.0909090909090909,0.421052631578947
50,2,"nb",1,"occ_full",291,0,0,0.0277777777777778,0.055793991416309,0.529411764705882,0.0909090909090909,0.473684210526316
50,2,"nb",1,"occ_lmd",291,0,0,0.0277777777777778,0.0643776824034335,0.529411764705882,0.0909090909090909,0.421052631578947
50,2,"nb",1,"occ_lmd_lN",291,0,0,0.0555555555555556,0.0600858369098712,0.470588235294118,0.0909090909090909,0.421052631578947
50,2,"nb",1,"occ_ztnb",277,14,0,0.0285714285714286,0.0316742081447964,0.529411764705882,0.19047619047619,0.333333333333333
50,2,"nb",1,"occ_ztnb_lN",277,14,0,0.0285714285714286,0.0407239819004525,0.411764705882353,0.0952380952380952,0.444444444444444
50,2,"nb",1,"zip",287,4,0,0.0277777777777778,0.0393013100436681,0.529411764705882,0.0909090909090909,0.315789473684211
50,2,"nb",1,"zinb",284,7,0,0,0.00442477876106195,0.176470588235294,0,0.0526315789473684
100,2,"nb",1,"naive",300,0,0.363636363636364,0.2,0.129166666666667,0.578947368421053,0.16,0.375
100,2,"nb",1,"depthcov",300,0,0,0,0.0166666666666667,0.368421052631579,0.16,0.3125
100,2,"nb",1,"er_lm",300,0,0.25,0.171428571428571,0.0791666666666667,0.421052631578947,0.52,0.625
