"pi1","balance","comm","bloom","effect","rep","method","n_eval","shift","bias_null","rmse_all","type1","power","fdr","tpr","ci_cov","ref_purity"
0.2,"all_up","even",TRUE,"graded",1,"none",300,0.227869034665429,-0.213088052079703,0.286327541546237,0.150627615062762,0.60655737704918,0.117647058823529,0.491803278688525,0.823333333333333,NA
0.2,"all_up","even",TRUE,"graded",1,"clr",300,0.227869034665429,-0.164975762511998,0.252159497177406,0.096234309623431,0.60655737704918,0.0810810810810811,0.557377049180328,0.873333333333333,NA
0.2,"all_up","even",TRUE,"graded",1,"median",300,0.227869034665429,-0.0353013229601251,0.192480776866946,0.0376569037656904,0.721311475409836,0,0.60655737704918,0.95,NA
0.2,"all_up","even",TRUE,"graded",1,"mode",300,0.227869034665429,-0.00694221457861903,0.189016808669729,0.0418410041841004,0.786885245901639,0.0512820512820513,0.60655737704918,0.946666666666667,NA
0.2,"all_up","even",TRUE,"graded",1,"huber",300,0.227869034665429,-0.063788984877431,0.199989417116255,0.0460251046025105,0.639344262295082,0.0263157894736842,0.60655737704918,0.94,NA
0.2,"all_up","even",TRUE,"graded",1,"enull",300,0.227869034665429,-0.0154900831458922,0.189621541554822,0.0418410041841004,0.770491803278688,0.0263157894736842,0.60655737704918,0.946666666666667,NA
0.2,"all_up","even",TRUE,"graded",1,"dacomp",240,0.227869034665429,-0.120945291026392,0.233952351100934,0.0634920634920635,0.647058823529412,0.032258064516129,0.588235294117647,0.916666666666667,0.833333333333333
0.2,"all_up","even",TRUE,"graded",1,"adapt",150,0.227869034665429,-0.0483045049465514,0.247674259570175,0.105263157894737,0.854545454545454,0.119047619047619,0.672727272727273,0.9,0.96
0.2,"all_up","even",TRUE,"graded",1,"oracle",300,0.227869034665429,0.0147809825857259,0.189216887732538,0.0418410041841004,0.786885245901639,0.075,0.60655737704918,0.953333333333333,NA
0.4,"all_up","even",TRUE,"graded",1,"none",300,0.339645060994956,-0.315117152287698,0.382754649719442,0.4,0.541666666666667,0.448598130841121,0.491666666666667,0.563333333333333,NA
0.4,"all_up","even",TRUE,"graded",1,"clr",300,0.339645060994956,-0.315545793785641,0.383127792811367,0.411111111111111,0.541666666666667,0.464285714285714,0.5,0.556666666666667,NA
0.4,"all_up","even",TRUE,"graded",1,"median",300,0.339645060994956,-0.147386724598662,0.250753523310109,0.127777777777778,0.658333333333333,0.105263157894737,0.566666666666667,0.846666666666667,NA
0.4,"all_up","even",TRUE,"graded",1,"mode",300,0.339645060994956,-0.00728288798244189,0.190146864090096,0.0388888888888889,0.8,0.0229885057471264,0.708333333333333,0.943333333333333,NA
0.4,"all_up","even",TRUE,"graded",1,"huber",300,0.339645060994956,-0.171670197459819,0.267396191878237,0.155555555555556,0.625,0.131578947368421,0.55,0.82,NA
0.4,"all_up","even",TRUE,"graded",1,"enull",300,0.339645060994956,-0.00491127452364695,0.189845719824089,0.0388888888888889,0.8,0.0229885057471264,0.708333333333333,0.943333333333333,NA
0.4,"all_up","even",TRUE,"graded",1,"dacomp",240,0.339645060994956,-0.220466960301002,0.309861697027964,0.228571428571429,0.57,0.227272727272727,0.51,0.733333333333333,0.666666666666667
0.4,"all_up","even",TRUE,"graded",1,"adapt",150,0.339645060994956,-0.231772618448912,0.246264036919253,0.175438596491228,0.924731182795699,0.0561797752808989,0.903225806451613,0.9,0.82
0.4,"all_up","even",TRUE,"graded",1,"oracle",300,0.339645060994956,0.024527908707258,0.18856673309923,0.0388888888888889,0.816666666666667,0.0212765957446809,0.766666666666667,0.943333333333333,NA
0.05,"balanced","dominant",TRUE,"graded",1,"none",300,0.0245219706485988,-0.033917298540584,0.194276129842407,0.0422535211267606,0.9375,0,0.75,0.96,NA
0.05,"balanced","dominant",TRUE,"graded",1,"clr",300,0.0245219706485988,-0.0379574429159674,0.19487402168607,0.0492957746478873,0.9375,0,0.8125,0.953333333333333,NA
0.05,"balanced","dominant",TRUE,"graded",1,"median",300,0.0245219706485988,0.00384570081708545,0.192735768004911,0.0528169014084507,0.9375,0,0.8125,0.946666666666667,NA
0.05,"balanced","dominant",TRUE,"graded",1,"mode",300,0.0245219706485988,0.0733072515565662,0.2085629840744,0.0704225352112676,0.9375,0,0.8125,0.923333333333333,NA
0.05,"balanced","dominant",TRUE,"graded",1,"huber",300,0.0245219706485988,-0.00169293173034507,0.192499433515326,0.0492957746478873,0.9375,0,0.75,0.95,NA
0.05,"balanced","dominant",TRUE,"graded",1,"enull",300,0.0245219706485988,0.00364479973894638,0.192724418506843,0.0528169014084507,0.9375,0,0.8125,0.946666666666667,NA
0.05,"balanced","dominant",TRUE,"graded",1,"dacomp",240,0.0245219706485988,0.000455871188883717,0.201561273644569,0.0622222222222222,0.933333333333333,0,0.8,0.933333333333333,0.983333333333333
0.05,"balanced","dominant",TRUE,"graded",1,"adapt",150,0.0245219706485988,0.0855605929954101,0.278692470024847,0.134328358208955,0.9375,0,0.875,0.86,1
0.05,"balanced","dominant",TRUE,"graded",1,"oracle",300,0.0245219706485988,-0.00939532789198518,0.192435462208152,0.0457746478873239,0.9375,0,0.75,0.956666666666667,NA
0.2,"balanced","dominant",TRUE,"graded",1,"none",300,0.246289681826385,-0.199316083445578,0.282412300993782,0.154166666666667,0.783333333333333,0.235294117647059,0.65,0.813333333333333,NA
0.2,"balanced","dominant",TRUE,"graded",1,"clr",300,0.246289681826385,-0.00839462559661166,0.202358112475582,0.0291666666666667,0.85,0.0454545454545455,0.7,0.95,NA
0.2,"balanced","dominant",TRUE,"graded",1,"median",300,0.246289681826385,0.00742668549238797,0.202493969468926,0.0291666666666667,0.85,0.0454545454545455,0.7,0.95,NA
0.2,"balanced","dominant",TRUE,"graded",1,"mode",300,0.246289681826385,0.0684286262237271,0.214248092833122,0.0541666666666667,0.833333333333333,0.0697674418604651,0.666666666666667,0.926666666666667,NA
0.2,"balanced","dominant",TRUE,"graded",1,"huber",300,0.246289681826385,0.00243710877311208,0.202317611420546,0.0291666666666667,0.85,0.0454545454545455,0.7,0.95,NA
0.2,"balanced","dominant",TRUE,"graded",1,"enull",300,0.246289681826385,0.00496665574296625,0.202391665719913,0.0291666666666667,0.85,0.0454545454545455,0.7,0.95,NA
0.2,"balanced","dominant",TRUE,"graded",1,"dacomp",240,0.246289681826385,-0.000770428131644228,0.210891477647427,0.027027027027027,0.854545454545454,0.05,0.690909090909091,0.945833333333333,0.916666666666667
0.2,"balanced","dominant",TRUE,"graded",1,"adapt",150,0.246289681826385,0.0148787921013102,0.270658476438612,0.0652173913043478,0.862068965517241,0.102040816326531,0.758620689655172,0.906666666666667,0.986666666666667
0.2,"balanced","dominant",TRUE,"graded",1,"oracle",300,0.246289681826385,0.0469735983808062,0.208160834071125,0.05,0.833333333333333,0.0666666666666667,0.7,0.93,NA
0.4,"balanced","dominant",TRUE,"graded",1,"none",300,0.176624570136936,-0.165866264773848,0.269910258662721,0.188888888888889,0.816666666666667,0.108910891089109,0.75,0.806666666666667,NA
0.4,"balanced","dominant",TRUE,"graded",1,"clr",300,0.176624570136936,-0.0670028543019599,0.232324718120256,0.0555555555555556,0.816666666666667,0.0326086956521739,0.741666666666667,0.91,NA
0.4,"balanced","dominant",TRUE,"graded",1,"median",300,0.176624570136936,-0.0286485581198869,0.227847260278891,0.0277777777777778,0.808333333333333,0.010989010989011,0.75,0.923333333333333,NA
0.4,"balanced","dominant",TRUE,"graded",1,"mode",300,0.176624570136936,-0.0775594050592351,0.234644847701994,0.0611111111111111,0.808333333333333,0.0434782608695652,0.733333333333333,0.903333333333333,NA
0.4,"balanced","dominant",TRUE,"graded",1,"huber",300,0.176624570136936,-0.0145464295592789,0.227808147423359,0.0333333333333333,0.808333333333333,0.010989010989011,0.75,0.926666666666667,NA
0.4,"balanced","dominant",TRUE,"graded",1,"enull",300,0.176624570136936,0.00115528033264967,0.228789597130036,0.0388888888888889,0.808333333333333,0.0111111111111111,0.741666666666667,0.926666666666667,NA
0.4,"balanced","dominant",TRUE,"graded",1,"dacomp",240,0.176624570136936,0.00391696239673772,0.243405993154845,0.0238095238095238,0.798245614035088,0.0113636363636364,0.763157894736842,0.929166666666667,0.9
0.4,"balanced","dominant",TRUE,"graded",1,"adapt",150,0.176624570136936,-0.0824653328521383,0.266990846020142,0.0975609756097561,0.889908256880734,0.0309278350515464,0.862385321100917,0.893333333333333,0.926666666666667
0.4,"balanced","dominant",TRUE,"graded",1,"oracle",300,0.176624570136936,0.0107583053630878,0.229916838565854,0.0333333333333333,0.816666666666667,0,0.725,0.926666666666667,NA
0.05,"all_up","dominant",TRUE,"graded",1,"none",300,0.0517142615005151,-0.0660299773068056,0.203606546621398,0.0528169014084507,0.6875,0.166666666666667,0.625,0.94,NA
0.05,"all_up","dominant",TRUE,"graded",1,"clr",300,0.0517142615005151,-0.0459490770199484,0.197404696616954,0.0528169014084507,0.6875,0.166666666666667,0.625,0.94,NA
0.05,"all_up","dominant",TRUE,"graded",1,"median",300,0.0517142615005151,0.000127306826363672,0.190552776672109,0.0387323943661972,0.75,0.0909090909090909,0.625,0.953333333333333,NA
0.05,"all_up","dominant",TRUE,"graded",1,"mode",300,0.0517142615005151,0.0160044062480373,0.190730216764382,0.0422535211267606,0.75,0.0909090909090909,0.625,0.95,NA
0.05,"all_up","dominant",TRUE,"graded",1,"huber",300,0.0517142615005151,-0.0133122322804358,0.191434309246784,0.0352112676056338,0.75,0.166666666666667,0.625,0.956666666666667,NA
0.05,"all_up","dominant",TRUE,"graded",1,"enull",300,0.0517142615005151,-0.000637572030577591,0.190577623351241,0.0387323943661972,0.75,0.0909090909090909,0.625,0.953333333333333,NA
0.05,"all_up","dominant",TRUE,"graded",1,"dacomp",240,0.0517142615005151,0.0184110256546087,0.198905074684982,0.0442477876106195,0.785714285714286,0.0909090909090909,0.714285714285714,0.945833333333333,0.966666666666667
0.05,"all_up","dominant",TRUE,"graded",1,"adapt",150,0.0517142615005151,0.0186031579691262,0.257451737604128,0.0814814814814815,0.8,0.0909090909090909,0.666666666666667,0.913333333333333,0.993333333333333
0.05,"all_up","dominant",TRUE,"graded",1,"oracle",300,0.0517142615005151,-0.0143157158062906,0.191537805276658,0.0352112676056338,0.75,0.166666666666667,0.625,0.956666666666667,NA
0.2,"all_up","dominant",TRUE,"graded",1,"none",300,0.259646978993668,-0.231931650697534,0.325861948803384,0.276150627615063,0.573770491803279,0.425531914893617,0.442622950819672,0.706666666666667,NA
0.2,"all_up","dominant",TRUE,"graded",1,"clr",300,0.259646978993668,-0.15150073920907,0.267864474985324,0.154811715481172,0.622950819672131,0.194444444444444,0.475409836065574,0.83,NA
0.2,"all_up","dominant",TRUE,"graded",1,"median",300,0.259646978993668,-0.06918619188324,0.223397913902106,0.0543933054393305,0.704918032786885,0.0277777777777778,0.573770491803279,0.926666666666667,NA
0.2,"all_up","dominant",TRUE,"graded",1,"mode",300,0.259646978993668,-0.0330257328970383,0.211173922768619,0.0627615062761506,0.737704918032787,0.0512820512820513,0.60655737704918,0.923333333333333,NA
0.2,"all_up","dominant",TRUE,"graded",1,"huber",300,0.259646978993668,-0.068899147173507,0.223280455843392,0.0543933054393305,0.704918032786885,0.0277777777777778,0.573770491803279,0.926666666666667,NA
0.2,"all_up","dominant",TRUE,"graded",1,"enull",300,0.259646978993668,-0.00875680194701781,0.206144904027507,0.0585774058577406,0.737704918032787,0.05,0.622950819672131,0.93,NA
0.2,"all_up","dominant",TRUE,"graded",1,"dacomp",240,0.259646978993668,-0.0823236204531197,0.235534603787281,0.0537634408602151,0.666666666666667,0,0.555555555555556,0.925,0.883333333333333
0.2,"all_up","dominant",TRUE,"graded",1,"adapt",150,0.259646978993668,-0.214221291634587,0.322608669454464,0.285714285714286,0.730769230769231,0.179487179487179,0.615384615384615,0.766666666666667,0.94
0.2,"all_up","dominant",TRUE,"graded",1,"oracle",300,0.259646978993668,0.0277153282961339,0.203855530108946,0.0585774058577406,0.770491803278688,0.0930232558139535,0.639344262295082,0.93,NA
0.4,"all_up","dominant",TRUE,"graded",1,"none",300,0.51428839266588,-0.468798009998742,0.536647884020068,0.672222222222222,0.575,0.622093023255814,0.541666666666667,0.286666666666667,NA
0.4,"all_up","dominant",TRUE,"graded",1,"clr",300,0.51428839266588,-0.349746531621042,0.428192947807705,0.461111111111111,0.608333333333333,0.477611940298507,0.583333333333333,0.473333333333333,NA
0.4,"all_up","dominant",TRUE,"graded",1,"median",300,0.51428839266588,-0.183003908807559,0.290590422854389,0.194444444444444,0.7,0.180851063829787,0.641666666666667,0.786666666666667,NA
0.4,"all_up","dominant",TRUE,"graded",1,"mode",300,0.51428839266588,-0.024090102723129,0.204771810033512,0.0833333333333333,0.85,0.043010752688172,0.741666666666667,0.906666666666667,NA
0.4,"all_up","dominant",TRUE,"graded",1,"huber",300,0.51428839266588,-0.196321374868661,0.300498012857803,0.205555555555556,0.675,0.189473684210526,0.641666666666667,0.76,NA
0.4,"all_up","dominant",TRUE,"graded",1,"enull",300,0.51428839266588,0.00749617164582085,0.198743514576376,0.0555555555555556,0.858333333333333,0.0412371134020619,0.775,0.936666666666667,NA
0.4,"all_up","dominant",TRUE,"graded",1,"dacomp",240,0.51428839266588,-0.299735726134167,0.386198881948319,0.330985915492958,0.612244897959184,0.4,0.551020408163265,0.608333333333333,0.633333333333333
0.4,"all_up","dominant",TRUE,"graded",1,"adapt",150,0.51428839266588,-0.258233961958922,0.251269178466271,0.290909090909091,0.968421052631579,0.0721649484536082,0.947368421052632,0.84,0.833333333333333
0.4,"all_up","dominant",TRUE,"graded",1,"oracle",300,0.51428839266588,0.0454903826671375,0.198031929658109,0.0611111111111111,0.858333333333333,0.0560747663551402,0.841666666666667,0.946666666666667,NA
0.05,"balanced","even",FALSE,"fixed",2,"none",300,0.0575717770968236,-0.0696094981131226,0.195828795195974,0.0350877192982456,1,0.0666666666666667,0.933333333333333,0.963333333333333,NA
0.05,"balanced","even",FALSE,"fixed",2,"clr",300,0.0575717770968236,0.014280641920102,0.184682699336511,0.0421052631578947,1,0,0.933333333333333,0.953333333333333,NA
0.05,"balanced","even",FALSE,"fixed",2,"median",300,0.0575717770968236,0.000299667855576777,0.18394872818586,0.0315789473684211,1,0,0.933333333333333,0.963333333333333,NA
0.05,"balanced","even",FALSE,"fixed",2,"mode",300,0.0575717770968236,0.0389712663313819,0.188521476712199,0.0456140350877193,0.933333333333333,0,0.933333333333333,0.95,NA
0.05,"balanced","even",FALSE,"fixed",2,"huber",300,0.0575717770968236,0.00713223499451321,0.184175239717344,0.0315789473684211,1,0,0.933333333333333,0.963333333333333,NA
0.05,"balanced","even",FALSE,"fixed",2,"enull",300,0.0575717770968236,-0.000129047140220854,0.183942968347143,0.0315789473684211,1,0,0.933333333333333,0.963333333333333,NA
0.05,"balanced","even",FALSE,"fixed",2,"dacomp",240,0.0575717770968236,-0.0400722996043349,0.190723718643729,0.0216450216450216,1,0,0.888888888888889,0.970833333333333,0.9
0.05,"balanced","even",FALSE,"fixed",2,"adapt",150,0.0575717770968236,0.00253168878475282,0.249318988963502,0.0518518518518519,1,0,0.933333333333333,0.94,1
0.05,"balanced","even",FALSE,"fixed",2,"oracle",300,0.0575717770968236,-0.012037721016299,0.184182183984569,0.0245614035087719,1,0,0.933333333333333,0.97,NA
0.2,"balanced","even",FALSE,"fixed",2,"none",300,0.17857875023411,-0.138995170626607,0.236278587458536,0.108333333333333,1,0.121212121212121,0.966666666666667,0.89,NA
0.2,"balanced","even",FALSE,"fixed",2,"clr",300,0.17857875023411,0.0228660986694485,0.201045397061646,0.0666666666666667,1,0.05,0.95,0.93,NA
0.2,"balanced","even",FALSE,"fixed",2,"median",300,0.17857875023411,-0.00575480921767641,0.198318802744847,0.0583333333333333,1,0.0338983050847458,0.95,0.933333333333333,NA
0.2,"balanced","even",FALSE,"fixed",2,"mode",300,0.17857875023411,-0.0279882859726707,0.199035493838483,0.0666666666666667,1,0.0491803278688525,0.966666666666667,0.93,NA
0.2,"balanced","even",FALSE,"fixed",2,"huber",300,0.17857875023411,0.00311489552224514,0.198727488860894,0.0583333333333333,1,0.0338983050847458,0.95,0.933333333333333,NA
0.2,"balanced","even",FALSE,"fixed",2,"enull",300,0.17857875023411,-0.0104394034600978,0.198262808774464,0.0625,1,0.0338983050847458,0.95,0.93,NA
0.2,"balanced","even",FALSE,"fixed",2,"dacomp",240,0.17857875023411,-0.00296300486587192,0.206154831702216,0.0702702702702703,1,0.0545454545454545,0.945454545454545,0.925,0.916666666666667
0.2,"balanced","even",FALSE,"fixed",2,"adapt",150,0.17857875023411,-0.0599436520238405,0.268139545804356,0.177777777777778,1,0.0909090909090909,1,0.86,1
0.2,"balanced","even",FALSE,"fixed",2,"oracle",300,0.17857875023411,0.0395835796075031,0.20448282220713,0.0625,1,0.0338983050847458,0.95,0.933333333333333,NA
0.4,"balanced","even",FALSE,"fixed",2,"none",300,0.166331364567258,-0.157449625324156,0.273310433161746,0.116666666666667,0.975,0.109375,0.95,0.86,NA
0.4,"balanced","even",FALSE,"fixed",2,"clr",300,0.166331364567258,-0.0880544142383538,0.244345929495119,0.0722222222222222,0.975,0.0413223140495868,0.966666666666667,0.903333333333333,NA
0.4,"balanced","even",FALSE,"fixed",2,"median",300,0.166331364567258,-0.038926670655218,0.234335370907191,0.05,0.975,0.0333333333333333,0.966666666666667,0.91,NA
0.4,"balanced","even",FALSE,"fixed",2,"mode",300,0.166331364567258,-0.0184063628083577,0.233110996707069,0.0444444444444444,0.975,0.0333333333333333,0.966666666666667,0.91,NA
0.4,"balanced","even",FALSE,"fixed",2,"huber",300,0.166331364567258,-0.0520641958140265,0.236054366013771,0.05,0.975,0.0333333333333333,0.966666666666667,0.913333333333333,NA
0.4,"balanced","even",FALSE,"fixed",2,"enull",300,0.166331364567258,-0.00877838920540236,0.233157609928762,0.0444444444444444,0.975,0.0254237288135593,0.958333333333333,0.91,NA
0.4,"balanced","even",FALSE,"fixed",2,"dacomp",240,0.166331364567258,-0.188771249385983,0.30106416074971,0.161764705882353,0.961538461538462,0.126126126126126,0.932692307692308,0.8125,0.733333333333333
0.4,"balanced","even",FALSE,"fixed",2,"adapt",150,0.166331364567258,-0.129871962182319,0.273068550924746,0.242424242424242,1,0.0487804878048781,1,0.853333333333333,0.98
0.4,"balanced","even",FALSE,"fixed",2,"oracle",300,0.166331364567258,0.00888173924310221,0.234273875201655,0.0444444444444444,0.975,0.0254237288135593,0.958333333333333,0.916666666666667,NA
0.05,"all_up","even",FALSE,"fixed",2,"none",300,0.0697549972689684,-0.0678162313254918,0.206180843566267,0.0421052631578947,1,0.0625,1,0.943333333333333,NA
0.05,"all_up","even",FALSE,"fixed",2,"clr",300,0.0697549972689684,-0.0428151796339472,0.198457508043561,0.0491228070175439,1,0.0625,1,0.936666666666667,NA
0.05,"all_up","even",FALSE,"fixed",2,"median",300,0.0697549972689684,-0.00524314623495324,0.192457363726867,0.0456140350877193,1,0.0625,1,0.94,NA
0.05,"all_up","even",FALSE,"fixed",2,"mode",300,0.0697549972689684,0.00714037128154331,0.192055680662096,0.0456140350877193,1,0,1,0.94,NA
0.05,"all_up","even",FALSE,"fixed",2,"huber",300,0.0697549972689684,-0.00998885997208643,0.19282198473,0.0456140350877193,1,0.0625,1,0.94,NA
0.05,"all_up","even",FALSE,"fixed",2,"enull",300,0.0697549972689684,0.00768772732768928,0.192056333960304,0.0456140350877193,1,0,1,0.943333333333333,NA
0.05,"all_up","even",FALSE,"fixed",2,"dacomp",240,0.0697549972689684,0.0190700648894073,0.20039313631152,0.0533333333333333,1,0,1,0.929166666666667,1
0.05,"all_up","even",FALSE,"fixed",2,"adapt",150,0.0697549972689684,0.0257561406200637,0.262423331492525,0.0962962962962963,1,0.0625,1,0.886666666666667,1
0.05,"all_up","even",FALSE,"fixed",2,"oracle",300,0.0697549972689684,0.00193876594347663,0.192127310879699,0.0456140350877193,1,0,1,0.94,NA
0.2,"all_up","even",FALSE,"fixed",2,"none",300,0.311090173616257,-0.296553196848159,0.366328423176474,0.3625,0.85,0.494505494505495,0.766666666666667,0.6,NA
0.2,"all_up","even",FALSE,"fixed",2,"clr",300,0.311090173616257,-0.185640886090487,0.278442181873161,0.166666666666667,0.916666666666667,0.19047619047619,0.85,0.813333333333333,NA
0.2,"all_up","even",FALSE,"fixed",2,"median",300,0.311090173616257,-0.0505199947376865,0.204302098337589,0.0458333333333333,0.983333333333333,0.0178571428571429,0.916666666666667,0.93,NA
0.2,"all_up","even",FALSE,"fixed",2,"mode",300,0.311090173616257,-0.0126038388599863,0.195594093643793,0.0375,0.983333333333333,0.0175438596491228,0.933333333333333,0.943333333333333,NA
0.2,"all_up","even",FALSE,"fixed",2,"huber",300,0.311090173616257,-0.0717718435805715,0.21201082633782,0.0458333333333333,0.966666666666667,0.0357142857142857,0.9,0.93,NA
0.2,"all_up","even",FALSE,"fixed",2,"enull",300,0.311090173616257,-0.00397435696883436,0.19459230406348,0.0333333333333333,0.983333333333333,0.0175438596491228,0.933333333333333,0.946666666666667,NA
0.2,"all_up","even",FALSE,"fixed",2,"dacomp",240,0.311090173616257,-0.130586381730928,0.248935141737067,0.101063829787234,0.923076923076923,0.08,0.884615384615385,0.883333333333333,0.866666666666667
0.2,"all_up","even",FALSE,"fixed",2,"adapt",150,0.311090173616257,-0.11228168833519,0.272568408222646,0.122222222222222,0.983333333333333,0.0508474576271186,0.933333333333333,0.866666666666667,1
0.2,"all_up","even",FALSE,"fixed",2,"oracle",300,0.311090173616257,0.0145369767680978,0.193726818694478,0.0375,0.983333333333333,0.0175438596491228,0.933333333333333,0.946666666666667,NA
0.4,"all_up","even",FALSE,"fixed",2,"none",300,0.691848503183403,-0.61060027956365,0.665634236053552,0.861111111111111,0.375,0.792553191489362,0.325,0.126666666666667,NA
0.4,"all_up","even",FALSE,"fixed",2,"clr",300,0.691848503183403,-0.37592463752673,0.447499458783604,0.561111111111111,0.833333333333333,0.49171270718232,0.766666666666667,0.403333333333333,NA
0.4,"all_up","even",FALSE,"fixed",2,"median",300,0.691848503183403,-0.191801442019279,0.294717763851338,0.222222222222222,0.95,0.152671755725191,0.925,0.766666666666667,NA
0.4,"all_up","even",FALSE,"fixed",2,"mode",300,0.691848503183403,0.0364246128144088,0.201018082757763,0.0722222222222222,0.991666666666667,0.0555555555555556,0.991666666666667,0.936666666666667,NA
0.4,"all_up","even",FALSE,"fixed",2,"huber",300,0.691848503183403,-0.227565396372968,0.321836662181811,0.25,0.933333333333333,0.184615384615385,0.883333333333333,0.723333333333333,NA
0.4,"all_up","even",FALSE,"fixed",2,"enull",300,0.691848503183403,0.0155093362330709,0.200821170241502,0.0666666666666667,0.991666666666667,0.0555555555555556,0.991666666666667,0.93,NA
0.4,"all_up","even",FALSE,"fixed",2,"dacomp",240,0.691848503183403,-0.194134557560688,0.306036069162319,0.237037037037037,0.952380952380952,0.149122807017544,0.923809523809524,0.741666666666667,0.75
0.4,"all_up","even",FALSE,"fixed",2,"adapt",150,0.691848503183403,-0.283245048303926,0.217361430218541,0.0909090909090909,1,0.025,1,0.946666666666667,0.98
0.4,"all_up","even",FALSE,"fixed",2,"oracle",300,0.691848503183403,0.0812482236197523,0.208625266119168,0.105555555555556,0.991666666666667,0.0703125,0.991666666666667,0.92,NA
0.05,"balanced","dominant",FALSE,"fixed",2,"none",300,-0.114873571274222,0.105166537004725,0.214687225690168,0.0596491228070175,1,0.0666666666666667,0.933333333333333,0.933333333333333,NA
0.05,"balanced","dominant",FALSE,"fixed",2,"clr",300,-0.114873571274222,-0.00597678642460941,0.189632890080308,0.0385964912280702,1,0,0.933333333333333,0.953333333333333,NA
0.05,"balanced","dominant",FALSE,"fixed",2,"median",300,-0.114873571274222,0.000565166257679663,0.189400610060955,0.0350877192982456,1,0,0.933333333333333,0.956666666666667,NA
0.05,"balanced","dominant",FALSE,"fixed",2,"mode",300,-0.114873571274222,-0.0498610025549915,0.196886113649988,0.0421052631578947,0.933333333333333,0.0714285714285714,0.866666666666667,0.95,NA
0.05,"balanced","dominant",FALSE,"fixed",2,"huber",300,-0.114873571274222,0.00169129212419172,0.189383396468288,0.0350877192982456,1,0,0.933333333333333,0.956666666666667,NA
0.05,"balanced","dominant",FALSE,"fixed",2,"enull",300,-0.114873571274222,0.00360820809579465,0.189369493925918,0.0350877192982456,1,0,0.933333333333333,0.956666666666667,NA
0.05,"balanced","dominant",FALSE,"fixed",2,"dacomp",240,-0.114873571274222,0.0460200390077318,0.199746815828191,0.0308370044052863,1,0,0.923076923076923,0.958333333333333,0.966666666666667
0.05,"balanced","dominant",FALSE,"fixed",2,"adapt",150,-0.114873571274222,0.0210082056845339,0.256835579924969,0.0814814814814815,1,0,0.933333333333333,0.906666666666667,1
0.05,"balanced","dominant",FALSE,"fixed",2,"oracle",300,-0.114873571274222,-0.00970703426949645,0.189866144180821,0.0350877192982456,1,0,0.933333333333333,0.956666666666667,NA
0.2,"balanced","dominant",FALSE,"fixed",2,"none",300,0.0653253287714461,-0.0652601776536813,0.223347684223998,0.05,0.966666666666667,0.0535714285714286,0.883333333333333,0.926666666666667,NA
0.2,"balanced","dominant",FALSE,"fixed",2,"clr",300,0.0653253287714461,0.00804881418199311,0.217812624605845,0.0333333333333333,0.933333333333333,0,0.9,0.926666666666667,NA
0.2,"balanced","dominant",FALSE,"fixed",2,"median",300,0.0653253287714461,-0.00824036591892238,0.216924202480983,0.0375,0.95,0,0.9,0.926666666666667,NA
0.2,"balanced","dominant",FALSE,"fixed",2,"mode",300,0.0653253287714461,-0.0358699166557953,0.218207344336935,0.0375,0.95,0.0535714285714286,0.883333333333333,0.933333333333333,NA
0.2,"balanced","dominant",FALSE,"fixed",2,"huber",300,0.0653253287714461,0.00505289806982453,0.217557988376781,0.0291666666666667,0.933333333333333,0,0.9,0.93,NA
0.2,"balanced","dominant",FALSE,"fixed",2,"enull",300,0.0653253287714461,0.000263135014135514,0.217236113643836,0.0291666666666667,0.933333333333333,0,0.9,0.933333333333333,NA
0.2,"balanced","dominant",FALSE,"fixed",2,"dacomp",240,0.0653253287714461,-0.0122175769689588,0.23105972624477,0.0478723404255319,0.923076923076923,0,0.884615384615385,0.916666666666667,0.866666666666667
0.2,"balanced","dominant",FALSE,"fixed",2,"adapt",150,0.0653253287714461,-0.0394342766558896,0.285343098501787,0.0879120879120879,0.949152542372881,0.0526315789473684,0.915254237288136,0.88,0.993333333333333
0.2,"balanced","dominant",FALSE,"fixed",2,"oracle",300,0.0653253287714461,6.51511177648686e-05,0.217225071736761,0.0291666666666667,0.933333333333333,0,0.9,0.933333333333333,NA
0.4,"balanced","dominant",FALSE,"fixed",2,"none",300,0.0439667276756879,-0.0412238876835147,0.256535646315428,0.0444444444444444,0.975,0.027027027027027,0.9,0.88,NA
0.4,"balanced","dominant",FALSE,"fixed",2,"clr",300,0.0439667276756879,0.0379890435264997,0.268719032361302,0.0611111111111111,0.95,0.0267857142857143,0.908333333333333,0.85,NA
0.4,"balanced","dominant",FALSE,"fixed",2,"median",300,0.0439667276756879,0.0453803387223213,0.271011359225398,0.0277777777777778,0.925,0.0285714285714286,0.85,0.876666666666667,NA
0.4,"balanced","dominant",FALSE,"fixed",2,"mode",300,0.0439667276756879,0.0493718310438345,0.272324681598331,0.0388888888888889,0.916666666666667,0.0288461538461538,0.841666666666667,0.87,NA
0.4,"balanced","dominant",FALSE,"fixed",2,"huber",300,0.0439667276756879,0.0478625231513269,0.271821928278549,0.0277777777777778,0.916666666666667,0.0288461538461538,0.841666666666667,0.876666666666667,NA
0.4,"balanced","dominant",FALSE,"fixed",2,"enull",300,0.0439667276756879,0.0359244010116869,0.268111615376019,0.0333333333333333,0.933333333333333,0.0283018867924528,0.858333333333333,0.873333333333333,NA
